"","id","host_id","host_since","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_total_listings_count","host_identity_verified","neighbourhood_group_cleansed","latitude","longitude","is_location_exact","room_type","accommodates","bathrooms","bedrooms","beds","square_feet","price","cleaning_fee","minimum_nights","number_of_reviews","number_of_reviews_ltm","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","cancellation_policy","reviews_per_month","Pre_20_reviews","Post_20_reviews","ForRent"
"303",253800,417504,2011-03-01,100,95,"t",28,28,"t","Brooklyn",40.73756,-73.9535,"t","Entire home/apt",4,1,1,2,NA,199,0,3,28,4,94,10,9,9,10,9,9,"strict_14_with_grace_period",0.27,0,0,"t"
"304",253803,417504,2011-03-01,100,95,"t",28,28,"t","Brooklyn",40.73756,-73.9535,"t","Entire home/apt",4,1,1,2,NA,199,NA,3,25,3,97,9,10,10,10,9,9,"strict_14_with_grace_period",0.25,1,0,"t"
"305",253806,417504,2011-03-01,100,95,"t",28,28,"t","Brooklyn",40.73756,-73.9535,"t","Entire home/apt",4,1,1,2,NA,199,NA,3,46,4,96,10,10,10,10,9,9,"strict_14_with_grace_period",0.45,1,0,"t"
"306",253811,417504,2011-03-01,100,95,"t",28,28,"t","Brooklyn",40.73756,-73.9535,"t","Entire home/apt",4,1,1,2,NA,199,0,3,44,16,98,10,10,10,10,9,10,"strict_14_with_grace_period",0.42,5,0,"t"
"307",253842,417504,2011-03-01,100,95,"t",28,28,"t","Brooklyn",40.73756,-73.9535,"t","Private room",4,1,1,2,NA,299,NA,3,6,0,97,10,10,10,10,10,9,"strict_14_with_grace_period",0.09,0,0,"t"
"308",255024,1340007,2011-10-26,100,73,"t",2,2,"t","Brooklyn",40.70271,-73.91566,"t","Entire home/apt",6,2,3,3,NA,220,70,2,199,24,97,10,10,10,10,9,9,"strict_14_with_grace_period",2.57,7,0,"t"
"309",255476,1302029,2011-10-17,NA,42,"f",1,1,"t","Brooklyn",40.7116,-73.9529,"t","Private room",2,1,1,1,NA,89,NA,14,31,1,98,10,10,10,10,10,10,"strict_14_with_grace_period",0.64,0,0,"t"
"310",255637,1343814,2011-10-27,100,71,"f",1,1,"t","Brooklyn",40.67336,-73.96541,"t","Private room",1,1,1,1,150,65,20,31,42,17,97,10,10,10,10,10,10,"moderate",0.45,9,0,"t"
"311",255957,506779,2011-04-13,100,37,"f",3,3,"t","Manhattan",40.72004,-73.99424,"t","Entire home/apt",4,2,2,2,NA,495,125,7,26,2,99,10,10,10,10,9,10,"strict_14_with_grace_period",0.25,0,0,"t"
"312",259946,1360198,2011-11-01,100,77,"t",4,4,"t","Staten Island",40.59262,-74.06659,"t","Entire home/apt",6,1,1,3,700,125,75,2,9,1,93,9,10,10,10,10,10,"strict_14_with_grace_period",0.09,0,0,"t"
"313",260765,480943,2011-04-03,100,100,"f",2,2,"t","Manhattan",40.76928,-73.95021,"t","Entire home/apt",2,1,1,2,NA,189,95,1,329,22,91,9,9,9,10,10,9,"strict_14_with_grace_period",3.22,3,0,"t"
"314",262405,1376778,2011-11-06,100,100,"t",1,1,"t","Brooklyn",40.64468,-73.94219,"t","Entire home/apt",2,1,1,1,NA,92,25,4,65,13,93,10,9,10,10,9,10,"moderate",0.66,1,0,"t"
"315",262478,535128,2011-04-25,NA,17,"f",1,1,"t","Manhattan",40.7193,-73.98966,"t","Private room",2,1,1,1,NA,80,75,5,11,1,98,10,10,10,10,10,10,"strict_14_with_grace_period",0.33,0,0,"t"
"316",263232,1381171,2011-11-07,NA,NA,"f",1,1,"f","Manhattan",40.82151,-73.94516,"t","Entire home/apt",4,1,1,2,NA,155,60,1,1,0,NA,NA,NA,NA,NA,NA,NA,"flexible",0.06,0,0,"t"
"317",263473,671376,2011-06-06,NA,NA,"f",0,0,"t","Manhattan",40.74543,-73.99929,"t","Private room",1,1,1,1,800,250,NA,1,3,0,100,10,10,10,10,10,10,"flexible",0.03,0,0,"t"
"318",265036,21188,2009-06-11,NA,100,"t",1,1,"f","Brooklyn",40.6711,-73.95231,"t","Private room",2,1,1,1,950,99,40,30,25,5,100,10,10,10,10,10,10,"flexible",0.55,0,0,"t"
"319",265831,1394190,2011-11-10,100,64,"f",1,1,"f","Manhattan",40.72319,-73.99437,"t","Entire home/apt",3,1,1,1,0,350,200,5,5,0,100,10,10,10,10,10,10,"strict_14_with_grace_period",0.07,0,0,"t"
"320",266146,1385157,2011-11-08,100,84,"f",5,5,"t","Manhattan",40.78448,-73.97289,"t","Entire home/apt",3,1,0,2,350,109,150,30,37,1,90,9,9,10,9,10,9,"strict_14_with_grace_period",0.36,0,0,"t"
"321",266449,1397115,2011-11-11,100,38,"f",0,0,"t","Manhattan",40.71992,-73.98773,"t","Entire home/apt",4,1,2,2,NA,210,100,4,73,5,91,9,8,10,10,10,9,"strict_14_with_grace_period",0.73,2,0,"t"
"322",267535,1402951,2011-11-13,100,64,"t",1,1,"f","Bronx",40.89557,-73.8447,"t","Private room",1,1,1,0,NA,50,NA,2,19,4,98,10,10,10,10,9,10,"flexible",0.19,0,0,"t"
"323",267652,164675,2010-07-12,NA,100,"t",2,2,"t","Brooklyn",40.64277,-73.97296,"t","Private room",2,1,1,1,NA,60,100,2,27,7,100,10,10,10,10,10,10,"moderate",0.46,1,0,"t"
"324",267708,661399,2011-06-03,NA,96,"t",2,2,"f","Manhattan",40.79111,-73.94466,"f","Private room",2,1,1,1,NA,99,20,3,34,10,97,10,10,10,10,10,10,"strict_14_with_grace_period",0.91,1,0,"t"
"325",268362,891267,2011-07-29,100,100,"t",1,1,"t","Manhattan",40.77991,-73.98497,"t","Entire home/apt",5,1,2,2,750,279,100,123,6,0,83,9,10,9,10,10,8,"strict_14_with_grace_period",0.07,0,0,"t"
"326",268392,1406773,2011-11-14,100,11,"f",1,1,"t","Manhattan",40.79951,-73.95257,"t","Entire home/apt",4,1,2,2,NA,130,80,2,35,0,91,10,9,9,9,9,9,"strict_14_with_grace_period",0.37,0,0,"t"
"327",269404,1411399,2011-11-16,100,96,"f",7,7,"t","Queens",40.76684,-73.91211,"t","Private room",2,1,1,1,NA,119,45,1,20,0,94,9,9,10,10,9,9,"flexible",0.19,0,0,"t"
"328",270231,1366310,2011-11-03,100,100,"t",2,2,"t","Queens",40.74409,-73.91122,"t","Private room",2,1,1,2,NA,85,20,2,285,17,96,10,9,10,10,10,9,"strict_14_with_grace_period",2.77,0,0,"t"
"329",270315,1398639,2011-11-12,NA,100,"t",4,4,"t","Brooklyn",40.68812,-73.93254,"t","Private room",1,1,1,1,NA,40,0,20,18,2,95,9,9,10,10,9,10,"strict_14_with_grace_period",0.19,0,0,"t"
"330",271083,1217923,2011-09-27,100,64,"f",0,0,"t","Brooklyn",40.65772,-73.96131,"t","Entire home/apt",6,1,2,5,NA,59,42,4,132,18,90,9,9,10,10,10,9,"strict_14_with_grace_period",1.28,1,0,"t"
"331",271128,1417166,2011-11-17,100,22,"t",14,14,"t","Brooklyn",40.68884,-73.95059,"t","Private room",1,1,1,1,NA,60,30,5,11,3,96,10,10,10,10,10,10,"strict_14_with_grace_period",0.19,0,0,"t"
"332",271279,1419809,2011-11-18,NA,0,"f",0,0,"f","Brooklyn",40.73392,-73.95609,"t","Entire home/apt",2,1,1,1,NA,110,90,1,80,0,95,10,10,10,9,10,9,"strict_14_with_grace_period",0.88,0,0,"t"
"333",271694,1387370,2011-11-09,NA,NA,"f",1,1,"f","Manhattan",40.75282,-73.97315,"t","Entire home/apt",2,1,1,1,NA,125,NA,365,19,0,82,9,6,9,9,10,9,"moderate",0.19,0,0,"t"
"334",272026,1423613,2011-11-19,100,100,"f",1,1,"t","Manhattan",40.85774,-73.92901,"t","Entire home/apt",2,1,1,2,NA,65,0,85,21,1,86,9,8,10,10,9,9,"strict_14_with_grace_period",0.35,1,0,"t"
"335",272044,1195295,2011-09-22,NA,10,"f",0,0,"t","Manhattan",40.72257,-73.98465,"t","Entire home/apt",2,1,1,1,NA,299,150,3,50,1,94,9,10,10,10,9,9,"strict_14_with_grace_period",0.48,0,0,"t"
"336",273190,605463,2011-05-19,93,90,"f",5,5,"t","Manhattan",40.73301,-74.00268,"t","Entire home/apt",12,3,6,6,2300,1300,0,5,29,1,92,9,9,10,10,10,9,"moderate",0.29,0,0,"t"
"337",274062,1433395,2011-11-22,NA,96,"t",1,1,"t","Manhattan",40.80285,-73.95166,"t","Private room",2,1,1,1,NA,99,25,2,74,22,99,10,10,10,10,10,10,"strict_14_with_grace_period",1.02,3,0,"t"
"338",274743,1436404,2011-11-23,NA,0,"f",1,1,"f","Manhattan",40.77368,-73.95198,"t","Entire home/apt",1,1,0,1,NA,110,60,15,1,0,100,10,10,10,10,10,10,"strict_14_with_grace_period",0.01,0,0,"t"
"339",274995,1437621,2011-11-23,NA,0,"f",1,1,"t","Brooklyn",40.66718,-73.96147,"t","Entire home/apt",2,0,1,1,NA,105,30,4,8,0,90,9,7,9,10,8,9,"flexible",0.08,0,0,"t"
"340",275976,1417757,2011-11-17,100,95,"t",1,1,"t","Brooklyn",40.68631,-73.93702,"t","Entire home/apt",5,1,2,2,800,165,95,2,227,25,94,10,9,10,10,9,9,"moderate",2.29,4,0,"t"
"341",276216,1440691,2011-11-24,NA,0,"f",1,1,"t","Brooklyn",40.65992,-73.99042,"t","Entire home/apt",3,1,1,1,500,127,NA,180,1,0,100,10,10,10,10,10,10,"strict_14_with_grace_period",0.02,0,0,"t"
"342",278090,1451723,2011-11-28,100,100,"f",1,1,"f","Manhattan",40.7928,-73.93967,"t","Private room",2,1,1,1,NA,57,40,3,230,23,89,9,9,9,9,9,9,"strict_14_with_grace_period",2.28,2,0,"t"
"343",278631,1132207,2011-09-08,NA,NA,"f",1,1,"t","Manhattan",40.73729,-74.00807,"t","Entire home/apt",2,1,1,1,NA,250,75,30,7,0,90,10,9,10,10,10,9,"moderate",0.07,0,0,"t"
"344",279857,1420300,2011-11-18,100,100,"t",1,1,"t","Brooklyn",40.68492,-73.95489,"t","Entire home/apt",16,5,8,18,NA,800,350,4,136,17,97,10,10,10,10,10,10,"moderate",1.36,3,0,"t"
"345",281851,1469036,2011-12-04,100,81,"t",1,1,"t","Manhattan",40.80671,-73.95082,"t","Private room",2,0,1,3,NA,130,0,1,127,24,98,10,10,10,10,10,10,"moderate",2.26,0,0,"t"
"346",282514,1464358,2011-12-02,100,100,"t",2,2,"t","Brooklyn",40.68162,-73.92983,"t","Private room",2,1.5,1,1,1200,97,65,4,45,20,97,10,10,10,10,10,10,"strict_14_with_grace_period",1.52,0,0,"t"
"347",282977,1474071,2011-12-05,NA,76,"t",1,1,"f","Brooklyn",40.67264,-73.98136,"t","Private room",6,1,4,4,NA,125,NA,3,245,16,96,10,10,10,10,10,10,"strict_14_with_grace_period",2.37,1,0,"t"
"348",284208,1366270,2011-11-03,100,81,"f",1,1,"f","Brooklyn",40.66441,-73.97974,"t","Private room",2,1,1,1,NA,65,50,14,37,1,89,9,9,9,10,10,9,"moderate",0.42,0,0,"t"
"349",284855,1482460,2011-12-07,NA,100,"f",1,1,"t","Manhattan",40.73362,-74.00923,"t","Entire home/apt",2,1,1,1,NA,240,75,5,101,8,96,10,10,10,10,10,9,"strict_14_with_grace_period",1.05,1,0,"t"
"350",285515,1486107,2011-12-08,NA,NA,"f",1,1,"t","Manhattan",40.72697,-74.00062,"t","Entire home/apt",2,1,0,2,500,299,50,1,19,0,99,9,9,10,10,10,9,"moderate",0.19,0,0,"t"
"351",287417,1495196,2011-12-11,NA,NA,"f",1,1,"t","Brooklyn",40.68174,-73.91921,"t","Entire home/apt",16,3,9,16,NA,300,175,2,50,6,87,8,7,9,9,8,8,"strict_14_with_grace_period",0.6,1,0,"t"
"352",288726,107853,2010-04-13,NA,100,"f",0,0,"t","Manhattan",40.71886,-73.99741,"f","Private room",2,0.5,1,0,NA,109,50,3,55,1,94,10,9,10,10,10,9,"flexible",0.59,1,0,"t"
"353",288776,108000,2010-04-13,NA,NA,"f",1,1,"f","Manhattan",40.7187,-73.99804,"t","Entire home/apt",2,NA,1,1,NA,140,75,3,3,0,97,10,10,10,10,10,8,"strict_14_with_grace_period",0.03,0,0,"t"
"354",289958,1454655,2011-11-29,NA,0,"f",1,1,"f","Queens",40.75295,-73.93228,"t","Private room",8,1,2,4,NA,65,0,2,5,0,75,8,7,8,8,8,8,"moderate",0.05,0,0,"t"
"355",291714,1321504,2011-10-22,100,86,"f",5,5,"f","Brooklyn",40.67385,-73.94405,"t","Entire home/apt",6,1,2,3,NA,120,200,30,40,3,89,10,10,9,9,8,9,"strict_14_with_grace_period",0.43,0,0,"t"
"356",291764,302936,2010-11-28,100,0,"t",3,3,"t","Brooklyn",40.72372,-73.95694,"t","Private room",1,1,1,1,NA,65,25,30,42,0,81,9,7,9,9,10,8,"strict_14_with_grace_period",0.42,0,0,"t"
"357",292266,1513294,2011-12-17,100,33,"f",2,2,"t","Brooklyn",40.69755,-73.91187,"t","Private room",1,1,1,1,NA,50,40,12,18,1,96,9,10,10,10,9,9,"strict_14_with_grace_period",0.18,0,0,"t"
"358",294227,417504,2011-03-01,100,95,"t",28,28,"t","Brooklyn",40.73778,-73.95366,"t","Entire home/apt",4,1,1,2,NA,199,NA,3,44,2,97,10,10,10,10,9,10,"strict_14_with_grace_period",0.45,0,0,"t"
"359",294242,417504,2011-03-01,100,95,"t",28,28,"t","Brooklyn",40.73778,-73.95366,"t","Entire home/apt",4,1,1,0,NA,199,NA,3,76,1,97,10,10,10,10,9,10,"strict_14_with_grace_period",0.83,0,0,"t"
"360",294259,417504,2011-03-01,100,95,"t",28,28,"t","Brooklyn",40.73778,-73.95366,"t","Entire home/apt",4,1,1,2,NA,199,0,3,90,19,98,10,10,10,10,9,10,"strict_14_with_grace_period",0.92,4,0,"t"
"361",294263,417504,2011-03-01,100,95,"t",28,28,"t","Brooklyn",40.73778,-73.95366,"t","Entire home/apt",4,1,1,2,NA,199,NA,3,108,22,97,10,10,10,10,10,10,"strict_14_with_grace_period",1.13,6,0,"t"
"362",294280,417504,2011-03-01,100,95,"t",28,28,"t","Brooklyn",40.73778,-73.95366,"t","Entire home/apt",4,1,1,2,NA,199,0,3,28,5,98,10,10,10,10,9,9,"strict_14_with_grace_period",0.28,2,0,"t"
"363",294490,417504,2011-03-01,100,95,"t",28,28,"t","Brooklyn",40.73778,-73.95366,"t","Entire home/apt",4,1,1,2,NA,199,0,3,57,4,96,10,10,10,10,9,9,"strict_14_with_grace_period",0.58,1,0,"t"
"364",295998,568585,2011-05-08,100,56,"t",3,3,"f","Manhattan",40.7909,-73.96762,"t","Entire home/apt",2,1,1,0,NA,300,75,5,45,9,99,10,10,10,10,10,10,"strict_14_with_grace_period",0.51,1,0,"t"
"365",296361,1528912,2011-12-22,NA,0,"f",2,2,"t","Queens",40.737,-73.87444,"t","Private room",1,0.5,1,2,NA,55,30,1,63,0,96,10,10,10,10,10,10,"moderate",0.77,0,0,"t"
"366",296717,1530310,2011-12-23,33,79,"f",4,4,"t","Brooklyn",40.68855,-73.95405,"t","Private room",3,1,1,1,NA,55,15,5,22,4,90,9,7,10,10,10,9,"strict_14_with_grace_period",0.22,1,0,"t"
"367",299531,1220404,2011-09-28,91,83,"f",4,4,"f","Brooklyn",40.66795,-73.89232,"t","Entire home/apt",7,2,3,4,NA,95,50,2,142,26,91,9,9,9,9,9,9,"flexible",1.46,4,0,"t"
"368",302057,1555897,2012-01-01,NA,100,"t",1,1,"f","Brooklyn",40.64387,-73.96855,"t","Private room",2,1,1,1,NA,75,25,2,163,5,97,10,10,10,10,10,10,"flexible",1.62,1,0,"t"
"369",302309,1556814,2012-01-02,91,91,"f",11,11,"t","Manhattan",40.80688,-73.94754,"t","Entire home/apt",9,1,2,7,NA,250,150,30,3,0,100,9,9,8,9,9,9,"strict_14_with_grace_period",0.03,0,0,"t"
"370",302705,1439222,2011-11-24,100,33,"f",2,2,"f","Manhattan",40.77089,-73.95817,"t","Private room",1,1,1,1,NA,60,NA,30,1,1,100,10,10,10,10,10,10,"flexible",0.2,1,0,"t"
"371",302758,8605,2009-02-25,NA,NA,"f",1,1,"t","Manhattan",40.7968,-73.93611,"t","Entire home/apt",2,1,1,2,NA,150,NA,7,12,0,90,9,7,10,10,8,8,"strict_14_with_grace_period",0.13,0,0,"t"
"372",310272,1390555,2011-11-09,NA,100,"f",1,1,"t","Staten Island",40.62318,-74.07848,"t","Private room",2,1,1,1,66,59,10,1,51,1,87,9,8,10,10,8,9,"moderate",0.5,0,0,"t"
"373",310325,745069,2011-06-26,NA,25,"f",2,2,"t","Manhattan",40.82286,-73.94596,"t","Private room",1,NA,1,1,NA,75,NA,3,34,2,83,8,7,9,9,8,8,"moderate",0.35,0,0,"t"
"374",310796,1385157,2011-11-08,100,84,"f",5,5,"t","Manhattan",40.78443,-73.97399,"t","Entire home/apt",4,1,1,2,500,109,170,30,20,2,84,8,8,9,9,10,8,"strict_14_with_grace_period",0.2,0,0,"t"
"375",311356,142147,2010-06-10,NA,84,"t",1,1,"t","Queens",40.70215,-73.91139,"t","Private room",1,1,1,1,NA,62,NA,14,111,13,93,10,9,10,10,10,10,"strict_14_with_grace_period",1.1,4,0,"t"
"376",312429,1606222,2012-01-14,NA,63,"f",1,1,"t","Brooklyn",40.67339,-73.96519,"t","Private room",1,1,1,1,NA,100,20,2,65,4,97,10,9,10,10,10,10,"moderate",0.79,0,0,"t"
"377",314982,1617817,2012-01-17,NA,100,"f",1,1,"t","Manhattan",40.73216,-73.98678,"t","Private room",2,1,1,1,NA,89,45,3,151,17,95,10,9,10,10,10,9,"moderate",1.5,1,0,"t"
"378",316238,279078,2010-11-05,100,99,"f",2,2,"f","Brooklyn",40.69213,-73.951,"t","Entire home/apt",6,1,2,2,790,135,135,7,57,18,93,10,10,10,10,9,9,"strict_14_with_grace_period",0.61,1,0,"t"
"379",317662,1630715,2012-01-20,100,95,"t",0,0,"f","Brooklyn",40.72372,-73.95106,"t","Entire home/apt",2,1,1,1,700,174,85,2,78,32,96,10,10,10,10,10,10,"strict_14_with_grace_period",0.77,9,0,"t"
"380",318021,1632149,2012-01-20,100,100,"t",1,1,"t","Manhattan",40.80343,-73.9531,"t","Private room",1,1,1,1,NA,110,40,3,56,11,99,10,10,10,10,10,10,"moderate",0.6,1,0,"t"
"381",320865,1643782,2012-01-23,100,100,"t",2,2,"t","Manhattan",40.8076,-73.94433,"t","Entire home/apt",3,1,1,1,NA,135,65,30,27,2,100,10,9,10,10,9,9,"strict_14_with_grace_period",0.27,1,0,"t"
"382",321136,1644999,2012-01-23,100,50,"f",1,1,"t","Manhattan",40.83456,-73.9457,"t","Entire home/apt",2,1,0,1,NA,135,50,7,21,3,96,10,10,10,10,10,10,"moderate",0.21,0,0,"t"
"383",322604,1651591,2012-01-25,NA,97,"t",2,2,"f","Brooklyn",40.71819,-73.95414,"t","Private room",2,1,1,1,NA,95,85,2,176,21,99,10,10,10,10,10,10,"strict_14_with_grace_period",1.76,0,0,"t"
"384",323706,6064192,2013-04-23,NA,0,"f",2,2,"t","Manhattan",40.77892,-73.98238,"t","Entire home/apt",5,2,2,3,NA,499,150,30,64,0,98,10,9,10,10,10,10,"strict_14_with_grace_period",0.64,0,0,"t"
"385",325429,92788,2010-03-14,NA,100,"t",2,2,"t","Manhattan",40.7761,-73.95265,"t","Entire home/apt",2,1,1,2,NA,219,95,4,112,12,96,10,10,10,10,10,9,"strict_14_with_grace_period",1.12,0,0,"t"
"386",326120,1667851,2012-01-29,NA,47,"f",1,1,"f","Manhattan",40.72597,-74.00306,"t","Entire home/apt",2,1,1,1,NA,218,125,3,25,0,95,9,9,9,9,10,9,"strict_14_with_grace_period",0.25,0,0,"t"
"387",328744,890215,2011-07-29,NA,88,"f",2,2,"t","Brooklyn",40.66763,-73.95836,"t","Entire home/apt",6,1,2,3,750,165,130,2,26,15,95,10,9,10,10,9,9,"strict_14_with_grace_period",0.26,0,0,"t"
"388",329310,1681546,2012-01-31,100,93,"t",3,3,"f","Manhattan",40.71638,-73.99167,"t","Entire home/apt",2,1,1,1,800,250,175,5,15,6,94,10,9,9,10,9,9,"strict_14_with_grace_period",0.15,2,0,"t"
"389",329385,312288,2010-12-07,100,100,"f",1,1,"t","Manhattan",40.86658,-73.92558,"t","Private room",2,1,1,1,175,87,75,7,60,19,94,9,9,9,10,9,9,"strict_14_with_grace_period",1.04,7,0,"t"
"390",333189,1697784,2012-02-04,NA,56,"t",2,2,"t","Brooklyn",40.71179,-73.96449,"t","Private room",2,1,1,1,NA,79,39,1,49,8,97,9,9,10,10,10,9,"strict_14_with_grace_period",0.49,2,0,"t"
"391",334781,547177,2011-04-30,NA,71,"t",1,1,"t","Manhattan",40.82772,-73.93877,"t","Private room",2,1,1,1,NA,80,60,1,26,14,96,10,10,10,10,10,10,"strict_14_with_grace_period",0.32,0,0,"t"
"392",335797,1709216,2012-02-06,100,70,"f",4,4,"f","Brooklyn",40.63602,-73.94607,"t","Entire home/apt",4,1,1,4,NA,76,100,3,66,2,83,8,9,9,9,8,8,"strict_14_with_grace_period",0.66,1,0,"t"
"393",335819,1709216,2012-02-06,100,70,"f",4,4,"f","Brooklyn",40.63759,-73.9459,"t","Entire home/apt",4,1,1,2,NA,75,100,4,58,7,80,8,8,9,9,8,8,"strict_14_with_grace_period",0.59,1,0,"t"
"394",335820,1709216,2012-02-06,100,70,"f",4,4,"f","Brooklyn",40.63611,-73.94637,"t","Entire home/apt",6,2,1,2,NA,75,100,2,81,2,80,8,8,9,9,8,8,"strict_14_with_grace_period",0.81,0,0,"t"
"395",341525,1732559,2012-02-10,100,100,"t",2,2,"t","Manhattan",40.75763,-73.99482,"t","Private room",2,1,1,2,NA,95,20,1,77,15,96,10,10,10,10,10,9,"strict_14_with_grace_period",0.83,1,0,"t"
"396",342027,168417,2010-07-16,100,61,"f",2,2,"t","Manhattan",40.77631,-73.95289,"f","Entire home/apt",4,1,1,1,NA,121,80,1,16,1,70,7,7,9,9,9,7,"strict_14_with_grace_period",0.17,0,0,"t"
"397",342995,1740216,2012-02-12,NA,39,"f",3,3,"f","Manhattan",40.81169,-73.94355,"t","Private room",3,1,1,2,NA,75,40,2,88,15,95,10,9,10,10,9,9,"strict_14_with_grace_period",0.89,0,0,"t"
"398",343276,1732559,2012-02-10,100,100,"t",2,2,"t","Manhattan",40.75773,-73.99341,"t","Entire home/apt",2,1,1,2,NA,95,20,2,130,20,97,10,10,10,10,10,9,"strict_14_with_grace_period",1.33,1,0,"t"
"399",344019,1746209,2012-02-13,NA,0,"f",1,1,"t","Manhattan",40.73104,-74.00879,"t","Private room",2,1,1,1,NA,195,50,1,7,0,100,9,9,10,10,10,9,"moderate",0.07,0,0,"t"
"400",350168,1774431,2012-02-19,100,33,"f",1,1,"t","Brooklyn",40.67725,-73.9821,"t","Entire home/apt",2,1,2,2,NA,178,50,30,8,0,91,9,9,10,10,10,9,"strict_14_with_grace_period",0.09,0,0,"t"
"401",350525,74777,2010-01-28,100,87,"t",4,4,"f","Brooklyn",40.66888,-73.95292,"t","Entire home/apt",4,1,2,3,950,145,125,7,46,0,92,9,9,10,10,9,9,"strict_14_with_grace_period",0.46,0,0,"t"
"402",351859,417652,2011-03-02,NA,91,"t",1,1,"t","Manhattan",40.74964,-73.99158,"t","Entire home/apt",2,1,1,1,NA,265,70,4,90,18,98,10,10,10,10,10,10,"strict_14_with_grace_period",0.91,1,0,"t"
"403",352651,1785800,2012-02-21,NA,100,"f",3,3,"t","Brooklyn",40.65846,-73.95057,"t","Private room",2,1,1,1,NA,77,NA,5,11,1,89,9,9,10,10,8,9,"flexible",0.11,0,0,"t"
"404",355106,1797859,2012-02-23,NA,100,"f",1,1,"t","Brooklyn",40.66039,-73.95937,"t","Private room",2,1,1,1,NA,60,50,7,44,10,96,10,9,10,10,10,10,"strict_14_with_grace_period",0.45,0,0,"t"
"405",363016,1834769,2012-02-29,NA,86,"t",3,3,"f","Queens",40.72662,-73.90579,"t","Entire home/apt",3,1,2,3,NA,133,110,30,3,0,100,8,8,10,10,8,8,"strict_14_with_grace_period",0.03,0,0,"t"
"406",365439,959239,2011-08-12,NA,NA,"f",1,1,"f","Manhattan",40.72444,-74.00368,"t","Private room",1,0.5,1,1,NA,80,NA,1,26,0,84,8,7,10,9,10,8,"flexible",0.26,0,0,"t"
"407",367810,1728785,2012-02-09,0,50,"f",1,1,"f","Brooklyn",40.7376,-73.95678,"t","Private room",2,1,1,1,NA,120,80,5,3,0,100,10,10,10,10,10,10,"flexible",0.07,0,0,"t"
"408",371767,811143,2011-07-12,0,36,"f",3,3,"f","Manhattan",40.73124,-74.00605,"f","Entire home/apt",2,1,1,1,NA,165,125,31,2,0,100,10,9,10,10,10,10,"strict_14_with_grace_period",0.06,0,0,"t"
"409",373618,1879389,2012-03-07,NA,100,"t",2,2,"t","Brooklyn",40.72212,-73.95696,"t","Private room",2,1,1,1,NA,139,95,4,68,7,99,10,10,10,10,10,10,"strict_14_with_grace_period",0.68,0,0,"t"
"410",374548,1884204,2012-03-08,100,91,"t",2,2,"t","Brooklyn",40.68534,-73.93433,"t","Entire home/apt",2,1,1,1,NA,90,40,180,293,29,95,10,10,10,10,9,10,"strict_14_with_grace_period",2.95,7,0,"t"
"411",378460,1900800,2012-03-11,NA,38,"f",1,1,"t","Manhattan",40.75643,-73.99046,"t","Entire home/apt",4,1,2,2,NA,225,100,7,17,5,94,9,10,10,10,10,9,"moderate",0.17,1,0,"t"
"412",380416,438133,2011-03-12,NA,70,"f",2,2,"f","Brooklyn",40.67407,-73.98111,"t","Entire home/apt",2,1,1,1,NA,125,40,3,25,2,100,10,10,10,10,10,10,"strict_14_with_grace_period",0.55,0,0,"t"
"413",382523,732535,2011-06-22,100,70,"t",3,3,"t","Manhattan",40.80491,-73.94866,"t","Private room",3,1,1,1,NA,160,30,3,11,1,96,9,10,10,10,10,9,"strict_14_with_grace_period",0.12,0,0,"t"
"414",382524,732535,2011-06-22,100,70,"t",3,3,"t","Manhattan",40.80334,-73.94805,"t","Private room",4,1,1,3,NA,180,45,3,16,2,98,10,10,10,10,9,10,"strict_14_with_grace_period",0.16,1,0,"t"
"415",385190,1928213,2012-03-15,NA,0,"f",1,1,"f","Manhattan",40.87039,-73.91611,"t","Private room",1,1,1,1,700,100,50,1,27,2,97,10,9,10,10,9,9,"flexible",0.27,0,0,"t"
"416",386507,1934317,2012-03-16,NA,NA,"f",1,1,"t","Manhattan",40.80882,-73.942,"t","Shared room",2,1,1,1,NA,150,30,4,5,0,100,10,10,10,10,10,10,"strict_14_with_grace_period",0.05,0,0,"t"
"417",386555,773928,2011-07-03,NA,100,"f",1,1,"f","Staten Island",40.62766,-74.07988,"t","Private room",4,1,1,3,NA,97,40,2,7,1,96,10,10,10,10,9,10,"moderate",0.16,0,0,"t"
"418",387377,390251,2011-02-13,100,61,"f",4,4,"t","Manhattan",40.80151,-73.9522,"f","Entire home/apt",3,1.5,2,3,NA,175,80,2,74,4,88,9,9,10,9,9,9,"moderate",0.75,0,0,"t"
"419",387666,1939728,2012-03-17,100,100,"t",1,1,"f","Manhattan",40.83434,-73.94027,"t","Private room",2,2,2,3,NA,99,30,3,9,5,98,9,9,10,10,9,9,"strict_14_with_grace_period",0.43,1,0,"t"
"420",387735,1146958,2011-09-12,100,48,"f",4,4,"t","Manhattan",40.73677,-73.98084,"t","Entire home/apt",6,1,1,3,NA,99,125,1,132,5,91,9,10,10,10,10,9,"strict_14_with_grace_period",1.33,0,0,"t"
"421",389482,1947974,2012-03-18,0,NA,"f",2,2,"t","Queens",40.71151,-73.81561,"t","Private room",2,1,1,1,NA,75,NA,1,59,0,95,9,10,10,10,9,9,"strict_14_with_grace_period",0.61,0,0,"t"
