"","listing_id","id","date","reviewer_id","reviewer_name","comments"
"1413","6438456","620293561",2020-03-21,245215415,"Tony","Walter place was great, clean & awesome... will definitely stay there again"
"1414","6438456","621136194",2020-03-28,258371045,"Kim","Very clean and the location was good. Provided amenities was a plus and wifi is strong. Good communication overall very well put together."
"1415","6438456","621264908",2020-03-29,274067000,"Adjei","Nice"
"1416","6438456","621662859",2020-04-03,203867554,"Charlie","Great location clean and safe."
"1417","6463098","618012610",2020-03-14,296554511,"Wesley","Pretty spacious room for the price, great location next to the 168 St station."
"1418","6477272","623537814",2020-05-01,38012590,"Matt","Chris is a great guy and easy to work with!  Honest in his business and very easy to speak with!  Will stay again!"
"1419","6481160","622278111",2020-04-12,24579129,"Taeke","Perfect Hosts, great location and wonderful characteristic east village place. I had a great stay."
"1420","6538963","619453192",2020-03-17,73380778,"Paulina","La habitación es tal cual se ve en las fotos, lo único malo es que el departamento queda en un tercer piso y sin ascensor. Después de caminar todo el día era un poco agotador pero la cama era muy cómoda y compensaba. El barrio tenía varias tiendas y lugares para poder comer. Además el departamento quedaba muy cerca del metro y eso facilitó mucho nuestra visita. Nos sentimos cómodos durante nuestra estadía y agradecemos los detalles que tenia la habitación como por ejemplo botellas con agua, guías de new York, dulces, etc."
"1421","6553257","617883671",2020-03-14,209659061,"Mei","Jean’ s house is very clean ,warm and close to the silver lake park. The kitchen is full equipped. We enjoyed staying in Jean’s house."
"1422","6576336","620650113",2020-03-23,310287604,"Shubam","This place is really good. Very neat and clean and most importantly nobody interferes. It's well connected with some really good grocery stores, subway nearby and the neighbourhood is safe. You will never feel stranded. Most importantly, the hosts are really good and are always available when you need them for any assistance. Overall, a big thumbs up!"
"1423","6586663","619207309",2020-03-16,125584665,"Zoe","This place was perfect for our stay!"
"1424","6596747","618624654",2020-03-15,173406073,"Connor","Kate and Jordan were super great, the space was perfect and the experience was what I was looking for!"
"1425","6601284","624441562",2020-05-10,155393745,"Abbie","Airbnb just as described, beautiful apartment, great location. Marc was quick to respond to any questions I had, he was very flexible with my stay. Great host. My only complaint would be about the WiFi- I had to turn it off on my phone to get any service and streaming for the TV was frustrating due to the WiFi. I am sure if you are only staying a few days this would not be an issue but for someone staying long term it can be frustrating."
"1426","6603534","619682449",2020-03-18,42331945,"Jordan","Considering the location, price, and amenities this place is awesome. The room was small but was very clean and comfortable. Free coffee, ironing board, and a nice little living room. If you're looking for simple and safe accommodations at a cheap price just a ten minute walk from the subway then this is it."
"1427","6608666","622733857",2020-04-19,283413646,"Tracia","Amber is amazing! I will definitely bnb at her place again"
"1428","6611547","618109593",2020-03-14,141858790,"Brigitte","L emplacement est vraiment super. 
A deux pas de la ligne de métro F qui dessert Manhattan."
"1429","6611547","621543379",2020-04-01,185961605,"John","Great host - Andrew was awesome!, great communication, place is exactly as advertised, no issues at all. Perfect stay for anyone needing a solid place in a great location."
"1430","6611547","622197287",2020-04-11,15391520,"Caitlin","The apartment is spacious, inviting and sparkling clean. I highly recommend it to anyone who needs a quiet, calm place to relax in the middle of Park Slope. You’re close to public transportation, Prospect Park and lots of local bars, cafes/ restaurants and charming retail stores. 

The bed and couch are super comfortable and Andrew made sure I had everything I needed and was quick to respond to messages. 

Highly recommend!!"
"1431","6611547","623183685",2020-04-26,126282313,"Zania","Great, clean, amazing location. Perfect for a quick getaway or if you find yourself in NYC for a few days. The back yard is absolutely charming. Andrew is a wonderful and attentive host. Would totally stay again."
"1432","6611547","623538801",2020-05-01,11295489,"Ashley","We had a lovely time staying in this Brooklyn apartment. Andrew was incredibly friendly and responsive and we so appreciated his willingness to let us stay at the last minute! The outdoor patio is really nice for dinner in the warm weather and the place has enough amenities to easily get you through the week. Will definitely be back to explore all that Brooklyn has to offer!"
"1433","6611592","621435631",2020-03-31,136155386,"Chirlene","Amei o apartamento, super equipado, cheiroso e arrumado voltarei com certeza obrigada pelas respostas"
"1434","6611592","623535296",2020-05-01,61248024,"Kim","Rafik is one of the best hosts I’ve encountered on Airbnb. He is super responsive and addresses any concerns immediately. Great amenities and overall amazing apartment. Pictures don’t do it justice. Stay. Here."
"1435","6619984","618631251",2020-03-15,53306977,"Carina","This place was very conveniently located to bus and train lines to get around the city. It is a very cute space and they did leave some candy out for us which was a nice touch. Though the place is very cute it seems like its mostly furnished by ikea which when resting on the couch or beds is less than comfortable but for the most part we enjoyed our stay!"
"1436","6627752","618056058",2020-03-14,299484566,"Horst","Nette Unterkunft mit guten Anbindungen an die Subway und trotz der Lage sehr ruhig.
Gastgeberin sehr nett und zuvorkommend, selbst der Kühlschrank war mit dem Notwendigsten gefüllt. Gerne wieder."
"1437","6647114","618069123",2020-03-14,5556102,"Cestjon","This was my second time staying with Kristin, and it was just as enjoyable as the first.  Sadly, I had to cut this trip short due to the coronavirus situation, due to concern that travel restrictions might otherwise keep me from getting home.  Kristin made that process very easy.   I feel like I've found a gem of a spot for my NYC visits, and I'll definitely be back."
"1438","6654323","624924582",2020-05-16,12849504,"Paul","Benjamin's AirBnB is newly renovated  (I think we were the first guests since we could smell the fresh paint!). It has all the typical appliances, all new. The apartment is spacious, well lit, well located, has a backyard, heat, AC, dish washer, in-building washer/dryer, pretty much everything you could need! Benjamin's communication was excellent and check-in with the electronic pin pan worked well. Fort Greene Park is a stone's throw away. There is some ambulance traffic (sirens at night) since it's close to Brooklyn Hospital, but pretty much any New York City apartment dweller is used to that. Overall an excellent apartment, no complaints!"
"1439","6670191","624930144",2020-05-16,329835036,"Denise","I stayed at Benjamin’s place and loved everything about it. It’s the perfect size, it has up to date appliances, and i felt safe at all times. I will always book with Benjamin and refer him to anyone looking for a Airbnb."
"1440","6680201","620236528",2020-03-21,288235185,"Rene","Excellent place"
"1441","6680201","623309267",2020-04-28,34901879,"Dennis","Place as advertised. Plenty of safe parking by the cemetery which is a less than 1 min walk away"
"1442","6680201","624617368",2020-05-12,329346471,"Alek","Beautiful place and great host"
"1443","6680201","624664487",2020-05-13,248843749,"Sebastian","Quick responses and very clean place! Really enjoyed my stay"
"1444","6680201","625245293",2020-05-18,273859444,"Avrail","Nice neighborhood nice stay"
"1445","6680201","625336334",2020-05-19,31119059,"종윤","Great place to stay. Host was kind and considerate."
"1446","6689548","619089514",2020-03-16,19560643,"Ben","Really great spot, right in the middle of everything and super clean! Nat the host was super accommodating!"
"1447","6701795","617999225",2020-03-14,33496815,"Maria","Unfortunately, due to flights being banned from Europe to the US due to Covid-19 we had to cancel our trip and couldn’t enjoy Nikky’s appartment. I would like to say thiugh that Nikky has been exceptional at replying to messages and so helpful. Our flight was landing past midnight and she found a way to give us the keys. I would definitely book again when the coronavirus crisis is over and hopefully this time I can enjoy Nikky’s apartment.
Thanks Nikky! I wish you all the best and I’m sure I’ll see you soon!"
"1448","6704291","620649097",2020-03-23,8327423,"Michele","The house is super nice! Kitchen has everything you might need.. subway, a couple bodegas, laundry with drop off service within 5 walking mins from the house.. people in the house are nice and it’s a very lively and joyful place... I felt good!"
"1449","6716147","620913059",2020-03-26,303396922,"Sasin","Totally unrecommend"
"1450","6747958","619091875",2020-03-16,26123738,"Sean","Christina and Ed were wonderful hosts! They were very responsive and helped me move up the stairs when I had a few boxes/suitcases. 

They also have two cute dogs and were accommodating of sharing their space. The apartment is very close to Target, subway lines and many restaurants. The room itself has a queen bed, a closet, desk and chair. Would recommend this location to any one visiting Brooklyn / NYC!"
"1451","6749285","618582114",2020-03-15,31200954,"Emma","Doris’ home was completely beautiful. Check in was easy and the location was brilliant. The apartment was spacious and light, thoughtfully decorated and sparkling clean. 

I’d thoroughly recommend staying, the place was excellent value for money and in a good location in Brooklyn. Hopefully I’ll get to visit again in the future!"
"1452","6749285","623650544",2020-05-02,87501840,"Diana","Extremely cool spot -  very private - artsy - stylish - spacious - comfortable"
"1453","6761985","622583861",2020-04-17,1124125,"Laura","Emma’s place is a true sanctuary; bright, spacious and quiet, right in the best neighborhood. Its clean and has everything you need to feel at home. Emma was very accessible and friendly. Enjoy the water front next door!"
"1454","6761985","627450737",2020-06-02,345384891,"Brady","We had a wonderful time at Emma’s apartment. It was a beautiful place in a great location. Would definitely go back."
"1455","6770160","621274928",2020-03-29,235027203,"Cassandra","I stayed there 2 months. It was amazing, the flat is really next to the subway, really secure and so clean. I felt good and safe living there. There is a big supermarket 5min walking 
The beds are so comfy and the flat is totally furnished. The host is lovely and very reactive. I recommend ! And I will come back for sure. Thanks !"
"1456","6770160","625325692",2020-05-19,27728277,"Glenn","Very sweet place with a great roofdeck. Well decorated and appointed, and Steve is a great host."
"1457","6784207","621453484",2020-03-31,253434823,"Yagmur","My best airbnb experience ever!!"
"1458","6787310","620487422",2020-03-22,318064392,"Vicky","Espectacular nosotras nos tuvimos que volver antes de tiempo debido a la pandemia. Yasu & Akiko nos entendieron y nos van a rembolsar los dias que perdimos!
El lugar es increible y esta muy bien ubicado!!! Sin dudarlo cuando volvamos los vamos a elegir de nuevo!!! 
Gracias por todo!!!"
"1459","6795568","618557714",2020-03-15,67092079,"Hendrik","Lovely place right next to the times square"
"1460","6796530","619819910",2020-03-19,38566097,"Quatre","The host canceled this reservation 29 days before arrival. This is an automated posting."
"1461","6798068","620492578",2020-03-22,65611009,"Adam","Tyler’s place is fine—building is nice & the hammock is a cool feature. But it is worth noting that the described location is quite different from reality: the place is in a Hasidic neighborhood several blocks south of where it is listed. It is also much smaller than the photos make it seem & not equipped with some basics like soap, toilet paper & paper towels. Tyler is a good communicator & responsive host, but I wouldn’t stay here again."
"1462","6799692","618555769",2020-03-15,330081825,"Bryce","Great location,  and worth the cost to be close to many great locations in NYC"
"1463","6799814","618110409",2020-03-14,337093397,"Tammie","Pros: the location was exactly as stated! Very centrally located to Times Square.  The room was adequate and large enough for four persons. Could use some updating. Bathroom was nice. The common space was great with the kitchen area. The host allowed us to lock and leave our suitcases after check-out which was a plus. Cons: the a/c was hard to regulate the room. The building has three flights of steep stairs and no elevator for those with heavy suitcases. That part was a struggle."
"1464","6799932","617999710",2020-03-14,339406204,"Jessica","The best location literally 5min from Times  Square. everything sparkling clean. We had a blast during our stay in NYC."
"1465","6808818","619173990",2020-03-16,284071821,"Cristina","Good"
"1466","6808818","623253289",2020-04-27,16286313,"Shadel","Expect good communication as far as a quick and painless check-in."
"1467","6808818","623655302",2020-05-02,126664409,"Carl -Arrin","The place was awesome. With the tim roof and piano room, it made it cozy and rustic. Nice place"
"1468","6808818","624308216",2020-05-09,161443091,"Dimitra","beautiful space and lovely host :) backyard also was a plus it was absolutely stunning"
"1469","6808818","625421856",2020-05-20,7526794,"Elizabeth","Amazing space and amazing host! I love the house, especially with its two outdoor areas and its great location. Room is super comfy and the home is cozy and peaceful. Love it!"
"1470","6812924","620947491",2020-03-26,310519714,"Sarabi","This place is amazing! The host was flexible, communicative, and very sweet. The location is so close to everything and parking was easy. I stayed during the corona chaos and I felt very comfortable and safe here. The apt has everything you need and it's very clean and spacious.  I will definetly be back!! This was definitely one of my favourite airbnbs I've ever stayed at and also very affordable!"
"1471","6812924","623344904",2020-04-29,149396157,"Natalia","Elle was super accommodating throughout booking, checking in and helpful throughout my stay! She had quick responses throughout my stay (about a month) and definitely helped me more than I expected to need her help! I absolutely recommend staying at Elle’s Airbnb location!"
"1472","6827028","618579510",2020-03-15,59254269,"Danielle","Our stay with Nancy was great and the place was exactly as advertised. We were scheduled to go up for the A10 tournament. Due to COVID-19, plans began to change quickly and at the last minute. Our group went back and forth on wether we should still go. Some opted to stay home, while some went.  Nancy was super flexible and helpful during this very confusing time. She tried her best to accommodate us while we worked through our thoughts. Thank you Nancy!"
"1473","6836485","619100694",2020-03-16,4660895,"Moria","Lovely little studio as a home base for exploring the area."
"1474","6880480","619172653",2020-03-16,99738480,"Sandra","Super host and super apartment! The apartment was perfect to stay if you are visiting the city, private, clean, and really close to the subway. Angie was a really nice host, helping us to enjoy even more our visit! We would repeat 100%!"
"1475","6886371","623808156",2020-05-03,299368143,"Leena","I loved it, it felt as if I was at home. The doormen are awesome and the residents are friendly. This studio apartment is cute, affordable, with decent city view at night, and has such a clean and significant amount of space. I would book again in the future."
"1476","6886371","627668881",2020-06-04,342679479,"Edward","Great location, host is incredibly accommodating! She responds almost immediately and is incredible considerate to any situation. The place itself is perfect for 1-2 people. Incredibly clean and spacious."
"1477","6887755","622730128",2020-04-19,99350002,"Marissa","Great apartment and location.  I enjoyed my stay and will definitely stay again.  Clean and comfortable.  Allen is very responsive! Thank you."
"1478","6887755","623296750",2020-04-28,256102277,"Layla","Allen's place is nicely located. Subway is right down the road. Parking is a bit difficult at times. Area is very spacious. Allen was quick with responses."
"1479","6887755","625080465",2020-05-17,343532964,"Sofia","We definitely enjoyed our stay. Wish we could of stayed another week.Its very roomy,comfortable,homey, you won’t regret staying there."
"1480","6912211","624406454",2020-05-10,290375925,"Jill","Jae couldn't have been more welcoming. The place was sparkling clean and had everything we needed. Stayed one month. Great market at the corner and laundry around the block. I would stay here again in a heartbeat. Thanks for being wonderful Jae!!"
"1481","6913969","621123224",2020-03-28,40755820,"Jeremy","Great stay. Room was exactly as advertised. Kinda small. Extremely quiet. All medical students/residents. Great location- 1 block from Wyckoff. Never had to go to library due to noise. 

Stat livings service is EXTREMELY responsive and accommodating. I will certainly use them again for future stays."
"1482","6922490","622526216",2020-04-16,210256026,"Julian","We booked Michaels apartment during the NYC Lockdown after all our flights home got cancelled. The location itself is amazing, and I'd imagine it's a really great area when everything's open. As it was, everything other than the local deli and supermarket were closed and so we basically never left the apartment - but I can't think of a place I'd rather have been ""stuck at home"" in. The apartment is cozy, really comfortable and quiet and Michael's got a great sense of style. The TV (set up with Netflix and Prime) and speakers (if you've got a newer iPhone don't forget your adapter) were a welcome addition, and the Kitchen had everything we needed to cook for ourselves every day. All in all, I loved the apartment and would recommend it to anyone wanting to stay in the East Village."
"1483","6925372","627072186",2020-05-31,152516682,"William","A great place to stay and a great host with nice and fast communication. Easy and simple process!"
"1484","6949526","619841614",2020-03-19,115070753,"Ali","One of the coziest little nooks in New York City. A perfect stay! Will definitely return."
"1485","6949526","621914698",2020-04-06,37892774,"Jordan","Very cozy place. Andrew was very responsive throughout our stay. Would definitely stay here again."
"1486","6957168","620649814",2020-03-23,53050,"Robert","Gideon’s place is well located in Carroll Gardens; an easy walk to everything the neighborhood has to offer. The apt is large, bright and well laid out. The washer and dryer in the apt was greatly appreciated. We were there during the Covid 19 outbreak and ended up using the kitchen much more than we would have otherwise and it was fine. Having Netflix and Amazon Prime was a welcome distraction during Covid 19. Gideon is a nice person and a thoughtful host."
"1487","6968222","619708701",2020-03-18,328605728,"Ashley","Isaac went above and beyond to ensure that my friend and I felt comfortable staying in the apartment. He proactively had the apartment cleaned several times before our arrival, and it most definitely showed, as the space was more clean than many hotels I have stayed in. Additionally, Isaac’s communication was great and he was very responsive before and during the trip. The location is perfect, you’ll only be a few blocks away from a subway station that goes pretty much everywhere in the city, which is incredibly helpful and convenient for tourists. Don’t hesitate to book!"
"1488","6970372","621432279",2020-03-31,220211098,"Marko Tulhio","Ótima localização, espaço maravilhoso e aconchegante."
"1489","6971141","620659821",2020-03-23,303585471,"Noam","Great host, always attentive. Did her best to help us. The apartment was just as expected, and we enjoyed the time there."
"1490","6977204","619189280",2020-03-16,341340238,"Mahaim","Sarah is a great host,  very friendly. Place is very clean."
"1491","6985434","619590058",2020-03-18,146282421,"咏歆","Amazing! A very nice apartment, thanks for Juliana!"
"1492","6986600","618679561",2020-03-15,241476919,"Ana","This place is in a good location; however, the windows do not shut and the bathroom window is held open by a spatula,  making a winter stay quite cold. There were two different centipedes crawling around the bedroom during our stay. Additionally, our host made accusations of broken appliances and tried to have us reimburse an obscene amount. But overall we had a great time in Brooklyn and he gave some good local recommendations."
"1493","6992300","619694334",2020-03-18,325290154,"Yoshiaki","清潔なところで生活したいと考えている方､静かに勉学に専念したいと考えている方､(ｺﾛﾝﾋﾞｱ大学はじめ)地下鉄1号線沿いを利用さえる方､Byronとの会話を通して英語力を向上させたいと考えている方には非常に良いお家です｡"
"1494","6992831","618038953",2020-03-14,1516548,"Erin","Melbourne’s place is bright, airy and sparkling clean. He is a thoughtful host and incredibly quick to respond to any questions, probably one of the most prompt hosts I’ve stayed with! His home is in a charming, peaceful neighborhood within steps of my favorite restaurants."
"1495","6992831","621756049",2020-04-04,86183265,"Robert","One of my favorite places to stay"
"1496","7003507","625127314",2020-05-17,94412006,"Shotta","Great location walking distance to museums, food, local recommended places on yelp.  Great overall experience place was very clean. Doug even helped by sanitizing the place before I earned as I was concerned due to COVID-19.  

I felt same comfortable and also had pretty fast internet. Fridge was cleaned as if it was hardly used. Also the tiles in the bathroom and tub was impeccable.I felt at home. 

For anyone that is concerned about parking 2 hour parking is available a short block away but there is over night parking for free with ample spots."
"1497","7004408","619653447",2020-03-18,252868194,"Dustin","Great location and that’s what you’re paying for. Very clean and nicely decorated. A nice break after a day in the city."
"1498","7024138","620079104",2020-03-20,38806608,"Jo","Great apartment on the upper east side of New York. 
There’s a subway line at one end of the block & a citibike station at the other. 
It’s a 15 minute walk to Central Park.
Loads of coffee shops, bars & restaurants in the neighbourhood. 
Sadly we can’t vouch for any of them as we visited during the COVID-19 outbreak  

No complaints about the apartment - great space that was big enough for the 2 of us. The bathroom is tiny but then it’s a bathroom! Does exactly what you’d expect of a bathroom.  Shower is still awesome & there was always hot water. 
Comfy beds in 2 double-sized bedrooms & storage space for clothes, a fab living space with a couch & tv & full kitchen. 
The table & chairs were a nice addition - somewhere to eat a meal should you choose to eat in. 
Be was a great host & always responded quickly to messages. 
I would definitely stay here again."
"1499","7036474","623543734",2020-05-01,321519820,"Chantele","This property is located in Brownsville in between 2 shelters and Howard projects .. while asleep my first night here my car was parked right outside. When I woke up and went to my car it was totaled on the sidewalk all I could do was cry  I explained the situation to Michael told him how I had to wait for my police report and that I needed an extra day he said I had pay ... Now when I got there the room was filthy the whole building stunk i always bring my own things and with the virus being so crazy I definitely was prepared had mattress cover some baking soda pinesol, Lysol , some candles and some unstoppable fabric spray it’s a shame I had to use it all he didn’t provide me with any linen but I also had my own sheets and blanket .. I would never stay here again worst place I ever stayed ! Stay away"
"1500","7036474","624033173",2020-05-05,345209939,"Matlyn","Its a cute little place. In an older looking apartment. So don't expect a brand new looking place or updated looking place.There is a full kitchen that you can use. The bedroom is a decent size with enough room for 2 to be comfortable. The bed is comfortable too.  The building wasn't too noisy and the outside wasn't too busy. But some who aren't familiar with Brooklyn or the area may be intimidated by the location. I was never uneasy at anytime of my stay. Id stay here again and will be telling friends about this hidden gem. It just needs a little TLC. But where can you book a room for an overnight stay for under$60 in NYC? Nowhere!!! Its a bargain and I feel like I got what I paid for. Plus side: I saw no roaches or mice and Wi-Fi was great, a strong connection. And I wasn't harassed to leave in the morning."
"1501","7036474","625631342",2020-05-22,112293595,"Anthony","Best bang for your buc lol"
"1502","7037791","623153965",2020-04-26,98957945,"Larelle","The space was just as nice as the first time i stayed there, great communication and hospitality!"
"1503","7037999","621142083",2020-03-28,136176282,"Zoë","Lovely place, room was bright and clean, comfortable bed and lots of space! Good use of kitchen which was also clean and clean bathroom which had everything you need! 

Amber was awesome! Super friendly and helpful, she will answer any questions and help however she can! 

Location  was good, a 5/10 minute walk to the train, about 3 mins to the nearest bus!
 I got an Uber home if I was returning after dark, just felt safer doing so! 

Thanks so much Amber "
"1504","7037999","623817012",2020-05-03,85333037,"Tereen","Amber is a great host, responds quickly and is very helpful. The room is as described and was great for my quick trip."
"1505","7047808","620502251",2020-03-22,307325478,"Latoya","This is a fantastic place to stay. It was sparkling clean and comfortable. The host is amazingly friendly and helpful. I will definitely book a stay here again. It was more than I expected. Very private location and accessible to everything in the city."
"1506","7054797","621465232",2020-03-31,301986933,"Renee","Dalton is an amazing host. We are grateful for the opportunity to be his guest while we look for a new home. Unfortunately, at this time COVID-19 is hoovering over our lives and the lives of our entire country. We are more than happy and blessed to be in a clean, comfortable and safe environment!!"
"1507","7054797","623446557",2020-04-30,301986933,"Renee","The absolute best location we could have asked for. It is super safe. Very comfortable. Friendly neighbors and a great host!"
"1508","7089310","619183323",2020-03-16,198466907,"Abraham","This house is on for sale. Looks like it's been a long time since someone checked on the house when we got there. 2 bathroom upstairs had issues and the one bathroom by laundry was leaking unstoppable. Wifi is so weak like other guests have mentioned. Some random stuff you'll see in bedroom near the kitchen, like an old mattress blocking some door, some dirty linens and pillows. Not sure if they were supposed to be extras or not. Also, some basic amenities like towels are not there, given for how many days we had to stay in the house, they only had like 1 towel per bathroom."
"1509","7089310","622721418",2020-04-19,305025070,"Shoshana","Location was ok 
Not necessarily worth what we paid for it."
"1510","7091125","620855643",2020-03-25,329397692,"Yordan","Ryan is actually a super-host. I will definitely stay here again."
"1511","7091125","624237138",2020-05-08,74430351,"Kandice","The apartment is just as it is advertised. It's in a great location with parks all around. Very easy access to public transportation. The decor is a bit masculine but the apartment was clean and there were lots of supplies in the kitchen that made cooking easy. I would recommend this place for single travelers or couples."
"1512","7106154","617876496",2020-03-14,72755906,"Andrew","Alexandra was very understanding of the extenuating circumstances impacting our trip, and provided excellent and prompt communication. We will be sure to try to stay here when we rebook."
"1513","7115984","622749331",2020-04-19,49507444,"Monica","Tijana is a wonderful host! The space is exactly as pictured and wonderful! Within walking distance to many things you might need in your stay. Highly recommend!"
"1514","7116799","622142694",2020-04-10,186676302,"Billie","Great place!"
"1515","7125107","618024797",2020-03-14,100477974,"Kelly","Great stay! Highly recommend!"
"1516","7160363","619164501",2020-03-16,245476024,"Julia","Очень рекомендую!! Красивая квартира, чистый тихий район, уютная кровать и самый гостеприимный в мире Andreias! Обязательно вернусь снова!"
"1517","7177666","625943781",2020-05-24,346090273,"Josheline","This was an amazing place I chose to send with a small group for my birthday. Cecilia was very fast to respond to all my questions. Love it here ."
"1518","7194538","618048369",2020-03-14,273485274,"Edgar","Tina te da todos los pasos a seguir para poder entrar al apartamento. Te sientes como en tu casa, muy cómodos y muy buena ubicación, le doy las gracias por dejarnos quedar un poco más debido a la situación que estaba ocurriendo con el COVID-19, lo recomiendo sin duda. Además, es muy amable y atenta en todo momento."
"1519","7202368","619189841",2020-03-16,93253617,"Vojtech","We were really satisfied with the apartment. It’s stylish and just 10min walk from the subway. The apartment provided everything you may need and Jason communicates really fast. I can totally recommend staying here."
"1520","7202368","624161530",2020-05-07,267338012,"Elizabeth","Excellent space, great neighborhood, and super friendly host. Easy communication and check-in/check-out. Highly recommended!"
"1521","7202368","624597834",2020-05-12,267338012,"Elizabeth","Lovely, stylish space and lovely host. Great communication, easy check-in and check-out. We liked it so much we extended our stay! Highly recommend."
"1522","7202368","625323496",2020-05-19,341212314,"Kenville","Highly recommend"
"1523","7243098","619912896",2020-03-19,218770057,"Ian","David is a fantastic host who is quick to respond to any question. The apartment was exactly as advertised!"
"1524","7246903","620264240",2020-03-21,294166194,"Natasha","It was a great place to stay. It took a little while to get into Manhatten but it wasn't so bad. The house was really nice and the beds were comfy. The kitchen had some bits and bobs for our stay. The amenities surrounding were pretty good, too. 
Desmond was a great host and offered us loads of tips and was there if we needed anything. But he also gave us plenty of space. 
I would definitely recommend booking here."
"1525","7246903","622575308",2020-04-17,105042763,"Heather","Great stay here, it was cozy and inviting. Loved all the extra special touches and we had the whole place to ourselves :) I would definitely stay here again,  great area in a suburb, with lots of open businesses around too!"
"1526","7246903","623433621",2020-04-30,342138720,"Chaka","Host was very communicative throughout the entire stay. Very close to lots of stores and shops. Also, easily accessible via car or public transportation. Quiet, family friendly neighborhood."
"1527","7246903","624318333",2020-05-09,263315748,"Ashley","Very spacious and quiet. Host was amazing and location was excellent for shopping."
"1528","7246903","624931895",2020-05-16,88022263,"Kelsey","This place is awesome! Plenty of privacy, the street parking is decent, the fenced in patio is super cute and lovely to sit out on in the mornings, there is a stop and shop and a starbucks just a short walk up the hill, the place is super clean and has a really nice old charm to it. We would definitely stay here again!"
"1529","7246903","626322705",2020-05-26,68021026,"Charity","This place delivered exactly what we were seeking...very clean, private, outdoor space with BBQ and more. Desmond was an outstanding host from beginning to end. He always responded quickly and went above and beyond to make sure we were happy throughout our stay. The entire experience was absolutely delightful. Highly recommend!"
"1530","7246903","627452379",2020-06-02,332599379,"Akhil","Amazing stay!! Very clean! Awesome host!"
"1531","7246903","627812219",2020-06-05,204217345,"Karen","Very very clean ! All amenities you needed were there ! Quick responses and very clean. The house gives you such a homey feeling we loved it"
"1532","7246903","628525423",2020-06-08,127604632,"Lisa","Great place for a great price and Desmond is an great host !"
"1533","7254973","618777591",2020-03-15,5565686,"Danique","I'd say this place is perfect for a group, and so affordable for its location. I stayed at Mike's place with 4 friends and we loved having such a nice homebase. We were able to hang out together in a stylish space, have coffee / tea in the morning, store food in the fridge, work (good wifi), take hot showers etc. The mattresses were comfy enough and there was plenty of room for all our luggage. Great and quick communication and check in. It's not the nicest street but it felt safe and good food + views of Manhattan / the bridges are about a 15-20min walk. Would recommend staying here!"
"1534","7254973","622813072",2020-04-20,202285,"Peter","Great loft apartment in excellent location in Dumbo. Mike was a terrific host and made my stay very enjoyable!"
"1535","7275122","621740116",2020-04-04,50782217,"Lianna","The apartment was sparkling clean, all the kitchen amenities were provided for cooking, the balcony was lovely, the view was beautiful, the doorman was so nice, and the hosts were very responsive and helpful!"
"1536","7278762","621842322",2020-04-05,78596825,"Lisa","Overall a very wonderful experience. Our apt was very clean and comfortable, and Susi was very attentive to our needs. Great location: only a few minutes walk to the mall and cheap parking nearby. Highly recommended!"
"1537","7309129","620864694",2020-03-25,15608712,"Ruben","Gran lugar, en un zona increíble y Cassandra es una gran host. Excelente atención.
Sin duda regresaría"
"1538","7319791","618055445",2020-03-14,335582497,"Aoi","Mr Dor was really nice person and he helped me to carry my baggage when I do check in. His room is prety clean. I would say that I'll stay there again when I go to nyc."
"1539","7319791","621453199",2020-03-31,103807777,"Mariangela","Dor is an excellent host, he was always very attentive to every detail.  He has a nice house, clean and with good decoration, the location was great, close to everything."
"1540","7319791","623433917",2020-04-30,343765860,"Nataasja","Great host! Place is very comfortable to stay in! I definitely recommend for everyone who wants to stay at downtown, very close to supermarkets and restaurants."
"1541","7327782","618583015",2020-03-15,44365757,"Ceciliasorrenti","Ruth is very Welcoming and helpfull, the subway is closer than we thought, you Can get in to Manhattan very quickly cause there are Many  conexions! Is a very confortable apartment and the bed was awesome!!!! Definitely we will come back!"
"1542","7331070","622360759",2020-04-13,339564963,"Dawn","Stayed here while I was transitioning into my new home. Covid19 hit and my stay was extended. James was a very good host and accommodated my family, dog and cat, which was much appreciated!! The house was very clean and had everything we needed. Location convenient to Manhattan via LIRR. I would highly recommend this house, it checks off all the boxes. I wish we were able to enjoy more of what Bayside has to offer, but unfortunately we couldn't. Maybe next time."
"1543","7331070","624402339",2020-05-10,63367265,"Jacqueline","Super easy check in and quick responses! The back patio is so nice on these warm spring days! Also lots of restaurants close by and easy street parking, lots of things are closed but it was still nice."
"1544","7361539","619431583",2020-03-17,235688470,"Tracy","The apartment was quite spacious for the 2 of us, and the location was great. Highly recommend eating breakfast/brunch at the Clinton St. Bakery nearby. There was mold present in the bathroom (irritated my asthma), but I'm sure that will be taken care of. Bed was comfy, a little too soft for us, pillows comfortable. Wifi worked great. Nice to have an elevator so you don't have to walk your bags up all the stairs. Rooftop was cool for photos, we were too busy to use it though."
"1545","7363109","619836217",2020-03-19,115914728,"Vishal","Overall, had a decent experience staying here for 10 days. Location is great, just a couple min walk from the Delancy/Essex St Station and steps away from stores like Trader Joe’s and Target.  Loreta communicated with us well. 
However, there were a few issues with the apartment. On the first night, I found a used band-aid in the bedsheets in the bedroom, which was pretty gross. Also, when I went to use the washer/dryer a few days into my stay, I noticed a pool of water in the unit. The kitchen doesn’t have a microwave but otherwise fine.  no way to control the temperature.

Great price for the location but maybe not ideal for a long stay."
